索引,time,code,open,high,low,close,volume,amount,open_interest,name,weight,return
1,2022-01-04 15:00:00,szse.000333,65.42848059722147,66.75473358230029,65.07481313453378,66.6309499703596,310408.0,2323005428.67,,美的集团,0.01627,
2,2022-01-05 15:00:00,szse.000333,66.66631671662837,70.58318386589445,66.08276540319368,67.43554344797407,613699.0,4743653586.4,,美的集团,0.01627,0.012075371549893799
3,2022-01-06 15:00:00,szse.000333,67.02882586588325,69.13314726887495,66.13581552259684,66.2949658808063,341889.0,2599839611.81,,美的集团,0.01627,-0.016913596433722144
4,2022-01-07 15:00:00,szse.000333,66.7370502091659,69.38955617932353,66.32149094050787,68.77063811962009,437220.0,3393184312.81,,美的集团,0.01627,0.03734329154441185
5,2022-01-10 15:00:00,szse.000333,69.14198895544216,71.51156095544962,68.0809865673791,68.78832149275446,352521.0,2760629556.23,,美的集团,0.01627,0.00025713551041395277
6,2022-01-11 15:00:00,szse.000333,68.09866994051347,69.69017352260805,66.75473358230029,66.8431504479722,336945.0,2592315666.6,,美的集团,0.01627,-0.028277634961439535
7,2022-01-12 15:00:00,szse.000333,67.27639308976462,67.47975188081003,64.57083700020384,65.67604782110286,384641.0,2852050497.65,,美的集团,0.01627,-0.0174603174603174
8,2022-01-13 15:00:00,szse.000333,65.9412984181186,66.6309499703596,63.8369770151269,63.9430772539332,267325.0,1957650624.95,,美的集团,0.01627,-0.026386645126548314
9,2022-01-14 15:00:00,szse.000333,63.74856014945497,64.41168664199438,63.129642089751535,63.66014328378306,209969.0,1516106943.24,,美的集团,0.01627,-0.004424778761061843
10,2022-01-17 15:00:00,szse.000333,63.74856014945497,64.93334614945871,63.412576059901674,64.57083700020384,203811.0,1481637501.36,,美的集团,0.01627,0.014305555555555571
11,2022-01-18 15:00:00,szse.000333,64.37631989572562,65.14554662707133,63.67782665691743,64.80956253751802,213077.0,1554810615.22,,美的集团,0.01627,0.003697110776393231
12,2022-01-19 15:00:00,szse.000333,65.16323000020571,67.36480995543654,64.95102952259309,66.51600804498611,404010.0,3035602735.53,,美的集团,0.01627,0.026330150068213154
