索引,code,name,block_name,weight,date
1,sse.601318,中国平安,zgpa,0.0396899999999999,2015-12-31
2,sse.600016,民生银行,msyh,0.02899,2015-12-31
3,sse.601166,兴业银行,xyyh,0.02317,2015-12-31
4,szse.000002,万科A,wka,0.01929,2015-12-31
5,sse.600036,招商银行,zsyh,0.0188799999999999,2015-12-31
6,sse.600000,浦发银行,pfyh,0.01734,2015-12-31
7,sse.600030,中信证券,zxzq,0.0155,2015-12-31
8,sse.601328,交通银行,jtyh,0.01544,2015-12-31
9,sse.600837,海通证券,htzq,0.01303,2015-12-31
10,sse.601288,农业银行,nyyh,0.01257,2015-12-31
