索引,code,name,block_name,weight,date
1,sse.600519,贵州茅台,gzmt,0.05806,2021-12-31
2,szse.300750,宁德时代,ndsd,0.03708,2021-12-31
3,sse.600036,招商银行,zsyh,0.02718,2021-12-31
4,sse.601318,中国平安,zgpa,0.02462,2021-12-31
5,szse.000858,五粮液,wly,0.01948,2021-12-31
6,sse.601012,隆基绿能,ljln,0.01683,2021-12-31
7,szse.000333,美的集团,mdjt,0.01627,2021-12-31
8,szse.300059,东方财富,dfcf,0.0138399999999999,2021-12-31
9,sse.601166,兴业银行,xyyh,0.01248,2021-12-31
10,sse.600900,长江电力,cjdl,0.01164,2021-12-31
